video,duration_s,cascade_latency_s,cascade_cost_usd,adaframe_frames,uniform_frames,vlm_cost_adaframe,vlm_cost_uniform,total_adaframe,total_uniform,net_saving_usd,saving_pct
8Suu84khNGY.mp4,66.9,117.81,0.016363,21,66,0.2415,0.759,0.2579,0.759,0.5011,66.0
8j2wmtOrzy0.mp4,30.0,54.76,0.007606,17,30,0.1955,0.345,0.2031,0.345,0.1419,41.1
8nMOcw70RX8.mp4,15.1,27.75,0.003854,16,15,0.184,0.1725,0.1879,0.1725,-0.0154,-8.9
8nG_wVxO7EM.mp4,40.0,92.47,0.012842,13,40,0.1495,0.46,0.1623,0.46,0.2977,64.7
8pmw5CAc3rk.mp4,30.4,98.25,0.013646,13,30,0.1495,0.345,0.1631,0.345,0.1819,52.7
8uO5PAD_CYA.mp4,15.0,61.52,0.008544,6,15,0.069,0.1725,0.0775,0.1725,0.095,55.0
8zOgbkg6Akw.mp4,44.6,76.45,0.010618,28,44,0.322,0.506,0.3326,0.506,0.1734,34.3
8IkS1oXvhVM.mp4,87.0,345.83,0.048032,72,86,0.828,0.989,0.876,0.989,0.113,11.4
90fRlMQTdSs.mp4,30.5,96.59,0.013415,15,30,0.1725,0.345,0.1859,0.345,0.1591,46.1
913xrM9FYpI.mp4,31.1,44.13,0.006129,22,31,0.253,0.3565,0.2591,0.3565,0.0974,27.3
8Z9hWVZ_BiM.mp4,62.1,293.98,0.040831,55,62,0.6325,0.713,0.6733,0.713,0.0397,5.6
9NYu9STVm-I.mp4,30.0,45.17,0.006273,7,30,0.0805,0.345,0.0868,0.345,0.2582,74.8
9dxua41fAgo.mp4,15.0,35.37,0.004912,4,14,0.046,0.161,0.0509,0.161,0.1101,68.4
9go38MgZ4w8.mp4,53.2,40.41,0.005612,12,53,0.138,0.6095,0.1436,0.6095,0.4659,76.4
8sjUcp0UQI0.mp4,82.2,359.57,0.04994,24,82,0.276,0.943,0.3259,0.943,0.6171,65.4
9WoM2bHfr48.mp4,42.4,132.33,0.018379,12,42,0.138,0.483,0.1564,0.483,0.3266,67.6
9grrfloJCgc.mp4,60.1,103.82,0.014419,30,60,0.345,0.69,0.3594,0.69,0.3306,47.9
9u9tDUHwCio.mp4,15.0,37.69,0.005235,11,14,0.1265,0.161,0.1317,0.161,0.0293,18.2
99iAONlvpbw.mp4,111.2,230.48,0.032011,38,111,0.437,1.2765,0.469,1.2765,0.8075,63.3
8JAhnmtotIM.mp4,91.8,603.54,0.083825,48,91,0.552,1.0465,0.6358,1.0465,0.4107,39.2
9xGRii6IA1M.mp4,47.1,44.28,0.00615,27,47,0.3105,0.5405,0.3167,0.5405,0.2238,41.4
95QcBNJN984.mp4,80.6,294.55,0.04091,75,80,0.8625,0.92,0.9034,0.92,0.0166,1.8
A01uRcmyuWc.mp4,30.1,68.27,0.009482,19,30,0.2185,0.345,0.228,0.345,0.117,33.9
9n0w7F5hGYM.mp4,64.5,144.24,0.020033,21,64,0.2415,0.736,0.2615,0.736,0.4745,64.5
A5Rnnwk9jOA.mp4,30.0,49.02,0.006808,14,30,0.161,0.345,0.1678,0.345,0.1772,51.4
A1W6Ku5bJR4.mp4,30.2,127.48,0.017706,29,30,0.3335,0.345,0.3512,0.345,-0.0062,-1.8
AJYN5rdrZXo.mp4,16.2,66.72,0.009266,14,16,0.161,0.184,0.1703,0.184,0.0137,7.5
A2VOu1UQeMM.mp4,77.4,138.58,0.019247,33,77,0.3795,0.8855,0.3987,0.8855,0.4868,55.0
ALaqqMY2m0k.mp4,44.0,35.13,0.00488,17,44,0.1955,0.506,0.2004,0.506,0.3056,60.4
AK88MQWsYj8.mp4,66.1,111.81,0.01553,40,66,0.46,0.759,0.4755,0.759,0.2835,37.3
9Ac-PGCfxFE.mp4,96.2,490.09,0.068068,60,96,0.69,1.104,0.7581,1.104,0.3459,31.3
9ypxRGSrS-k.mp4,60.8,302.34,0.041991,44,60,0.506,0.69,0.548,0.69,0.142,20.6
AQ_XSHpIbZE.mp4,30.2,31.08,0.004317,26,30,0.299,0.345,0.3033,0.345,0.0417,12.1
AEMK1O0BDqA.mp4,115.2,239.39,0.033248,58,115,0.667,1.3225,0.7002,1.3225,0.6223,47.1
ASsZ-u9YV3c.mp4,30.0,62.14,0.00863,21,30,0.2415,0.345,0.2501,0.345,0.0949,27.5
AR-Iz1fts5M.mp4,90.8,87.87,0.012204,27,90,0.3105,1.035,0.3227,1.035,0.7123,68.8
AU1iq9rqYJ0.mp4,32.1,95.83,0.01331,10,32,0.115,0.368,0.1283,0.368,0.2397,65.1
9l2FeI5GMg0.mp4,93.7,501.92,0.069712,35,93,0.4025,1.0695,0.4722,1.0695,0.5973,55.8
AhlpVjZxutw.mp4,30.1,52.3,0.007264,19,30,0.2185,0.345,0.2258,0.345,0.1192,34.6
AZ56zUxpXes.mp4,55.0,103.32,0.014351,17,55,0.1955,0.6325,0.2099,0.6325,0.4226,66.8
ArTzPA5AsTg.mp4,25.6,42.19,0.00586,14,25,0.161,0.2875,0.1669,0.2875,0.1206,42.0
B-XHdkCsc5U.mp4,89.8,53.69,0.007457,11,89,0.1265,1.0235,0.134,1.0235,0.8895,86.9
Avsp_UJ3mrY.mp4,62.1,64.4,0.008944,15,62,0.1725,0.713,0.1814,0.713,0.5316,74.6
Ar7Fj1LzFp8.mp4,35.0,76.67,0.010649,21,35,0.2415,0.4025,0.2521,0.4025,0.1504,37.4
AhZo0QfFO9E.mp4,100.9,173.27,0.024065,43,100,0.4945,1.15,0.5186,1.15,0.6314,54.9
BGs8PDQmbLQ.mp4,15.0,46.41,0.006446,13,15,0.1495,0.1725,0.1559,0.1725,0.0166,9.6
B3NGN4t4hm4.mp4,60.5,68.47,0.009509,43,60,0.4945,0.69,0.504,0.69,0.186,27.0
ALD72k9ZuJk.mp4,60.0,363.17,0.050441,56,60,0.644,0.69,0.6944,0.69,-0.0044,-0.6
Ao0jaXRAarQ.mp4,60.0,206.98,0.028747,30,60,0.345,0.69,0.3737,0.69,0.3163,45.8
BJQfT9C5Adc.mp4,59.5,109.52,0.015211,19,59,0.2185,0.6785,0.2337,0.6785,0.4448,65.6
BVWXKziczM8.mp4,52.6,86.06,0.011953,18,52,0.207,0.598,0.219,0.598,0.379,63.4
BeougwoxuMg.mp4,70.9,73.7,0.010236,11,70,0.1265,0.805,0.1367,0.805,0.6683,83.0
BRMQ08cG4Xg.mp4,60.0,161.45,0.022424,51,60,0.5865,0.69,0.6089,0.69,0.0811,11.8
BSaBDtpts4c.mp4,87.8,175.19,0.024332,16,87,0.184,1.0005,0.2083,1.0005,0.7922,79.2
BntPVmeo7ro.mp4,34.1,48.27,0.006704,3,34,0.0345,0.391,0.0412,0.391,0.3498,89.5
Bdegk_3T2K0.mp4,56.9,173.05,0.024035,38,56,0.437,0.644,0.461,0.644,0.183,28.4
Bl6PZDkaT1I.mp4,30.0,95.84,0.01331,11,30,0.1265,0.345,0.1398,0.345,0.2052,59.5
BgZluCEBS6w.mp4,61.0,169.15,0.023492,34,61,0.391,0.7015,0.4145,0.7015,0.287,40.9
BhYnz0JQKUo.mp4,48.2,223.88,0.031094,26,48,0.299,0.552,0.3301,0.552,0.2219,40.2
BqS_gtuGPGQ.mp4,30.0,137.44,0.019089,15,30,0.1725,0.345,0.1916,0.345,0.1534,44.5
Bqfow_TmNh4.mp4,30.0,137.34,0.019075,23,30,0.2645,0.345,0.2836,0.345,0.0614,17.8
Bp4tUXc5wZo.mp4,60.0,142.65,0.019812,21,60,0.2415,0.69,0.2613,0.69,0.4287,62.1
Bw0KIjIfprU.mp4,15.0,52.76,0.007328,8,15,0.092,0.1725,0.0993,0.1725,0.0732,42.4
C7WeZbRbxwg.mp4,30.2,53.4,0.007417,4,30,0.046,0.345,0.0534,0.345,0.2916,84.5
Ao2PTDCiRxU.mp4,101.8,512.25,0.071145,87,101,1.0005,1.1615,1.0716,1.1615,0.0899,7.7
C6d4o6hxZOY.mp4,22.1,68.38,0.009497,24,22,0.276,0.253,0.2855,0.253,-0.0325,-12.8
Bh3b6M4g8BA.mp4,112.4,328.29,0.045596,12,112,0.138,1.288,0.1836,1.288,1.1044,85.7
CDuxXjaJwbI.mp4,35.6,49.96,0.006939,36,35,0.414,0.4025,0.4209,0.4025,-0.0184,-4.6
By0S8NpLPH4.mp4,30.8,153.2,0.021278,5,30,0.0575,0.345,0.0788,0.345,0.2662,77.2
BqjKUubsohs.mp4,85.6,284.82,0.039559,50,85,0.575,0.9775,0.6146,0.9775,0.3629,37.1
CLzi3okueM8.mp4,30.0,109.63,0.015226,13,30,0.1495,0.345,0.1647,0.345,0.1803,52.3
CNoivLvheUA.mp4,31.7,106.07,0.014732,14,31,0.161,0.3565,0.1757,0.3565,0.1808,50.7
CGb4s-Hix90.mp4,30.9,134.6,0.018694,28,30,0.322,0.345,0.3407,0.345,0.0043,1.2
CXO_zyozrHA.mp4,40.1,48.63,0.006755,35,40,0.4025,0.46,0.4093,0.46,0.0507,11.0
CXPgCq-EMk8.mp4,15.0,34.74,0.004826,11,15,0.1265,0.1725,0.1313,0.1725,0.0412,23.9
CD8wwepuGas.mp4,60.1,158.21,0.021974,18,60,0.207,0.69,0.229,0.69,0.461,66.8
Cclzg9ZiUG4.mp4,32.2,35.16,0.004883,20,32,0.23,0.368,0.2349,0.368,0.1331,36.2
CkF1rck0hIc.mp4,32.3,25.5,0.003541,9,32,0.1035,0.368,0.107,0.368,0.261,70.9
CgxYSbtp9JE.mp4,30.0,57.36,0.007967,8,30,0.092,0.345,0.1,0.345,0.245,71.0
Cu-qFrFMc_w.mp4,31.0,48.82,0.00678,22,31,0.253,0.3565,0.2598,0.3565,0.0967,27.1
Cx_5i5rWVE0.mp4,26.8,32.21,0.004474,15,26,0.1725,0.299,0.177,0.299,0.122,40.8
CjaChfeguhk.mp4,30.0,94.56,0.013133,20,30,0.23,0.345,0.2431,0.345,0.1019,29.5
Cs6A-FCUPdw.mp4,30.0,91.57,0.012717,20,30,0.23,0.345,0.2427,0.345,0.1023,29.6
D0cyg74awpI.mp4,30.0,31.43,0.004365,12,30,0.138,0.345,0.1424,0.345,0.2026,58.7
Clu36dt2y88.mp4,60.9,148.51,0.020627,21,60,0.2415,0.69,0.2621,0.69,0.4279,62.0
D3KsGTIeO7A.mp4,30.0,70.8,0.009833,13,30,0.1495,0.345,0.1593,0.345,0.1857,53.8
CdKcjxUib4Q.mp4,73.1,207.66,0.028842,48,73,0.552,0.8395,0.5808,0.8395,0.2587,30.8
D1leFabPbPw.mp4,30.0,107.57,0.01494,27,30,0.3105,0.345,0.3254,0.345,0.0196,5.7
DED1fp04298.mp4,30.1,37.19,0.005166,7,30,0.0805,0.345,0.0857,0.345,0.2593,75.2
D9_WzE28IwE.mp4,15.0,55.89,0.007763,14,15,0.161,0.1725,0.1688,0.1725,0.0037,2.2
Cqs2F-lpGrA.mp4,60.1,229.64,0.031895,36,60,0.414,0.69,0.4459,0.69,0.2441,35.4
DLGac1KQbsU.mp4,32.4,47.74,0.00663,31,32,0.3565,0.368,0.3631,0.368,0.0049,1.3
D3J7R6WBJJc.mp4,67.0,210.27,0.029203,15,67,0.1725,0.7705,0.2017,0.7705,0.5688,73.8
DXvW6i1U_uc.mp4,30.0,87.71,0.012181,19,30,0.2185,0.345,0.2307,0.345,0.1143,33.1
Dd_GSSQQGNY.mp4,30.1,76.58,0.010636,4,30,0.046,0.345,0.0566,0.345,0.2884,83.6
D_Uhig7L22c.mp4,30.0,82.83,0.011504,17,30,0.1955,0.345,0.207,0.345,0.138,40.0
D5H1A7-6E_U.mp4,103.8,235.74,0.032741,56,103,0.644,1.1845,0.6767,1.1845,0.5078,42.9
Dip_ThFvjKI.mp4,32.0,69.72,0.009683,18,32,0.207,0.368,0.2167,0.368,0.1513,41.1
DlB4hFTAxOo.mp4,67.9,74.45,0.010341,27,67,0.3105,0.7705,0.3208,0.7705,0.4497,58.4
Du1dnKppn-s.mp4,30.2,40.12,0.005572,6,30,0.069,0.345,0.0746,0.345,0.2704,78.4
DZRmcKX85so.mp4,45.7,208.73,0.02899,45,45,0.5175,0.5175,0.5465,0.5175,-0.029,-5.6
DhOIJBk7KaU.mp4,60.1,136.84,0.019005,35,60,0.4025,0.69,0.4215,0.69,0.2685,38.9
DvpKouRTCx0.mp4,31.1,71.56,0.009939,24,31,0.276,0.3565,0.2859,0.3565,0.0706,19.8
DyO-z_7Ip9c.mp4,29.8,23.02,0.003197,13,29,0.1495,0.3335,0.1527,0.3335,0.1808,54.2
E3h-T3KQNxU.mp4,27.4,19.89,0.002763,7,27,0.0805,0.3105,0.0833,0.3105,0.2272,73.2
DMA4o6zqw58.mp4,60.1,266.53,0.037018,45,60,0.5175,0.69,0.5545,0.69,0.1355,19.6
EC9j6Wfdq3o.mp4,30.9,23.37,0.003246,9,30,0.1035,0.345,0.1067,0.345,0.2383,69.1
E7QpcewlSqI.mp4,30.9,38.83,0.005394,12,30,0.138,0.345,0.1434,0.345,0.2016,58.4
E4_ygnUilm4.mp4,33.5,44.01,0.006113,27,33,0.3105,0.3795,0.3166,0.3795,0.0629,16.6
DyMtcblMXfM.mp4,66.2,111.95,0.015549,37,66,0.4255,0.759,0.441,0.759,0.318,41.9
DwhTYFwfACA.mp4,27.7,140.03,0.019448,22,27,0.253,0.3105,0.2724,0.3105,0.0381,12.3
EJxibzQfeBA.mp4,20.0,58.29,0.008096,9,20,0.1035,0.23,0.1116,0.23,0.1184,51.5
DkJ2tyCzyiA.mp4,107.9,254.51,0.035349,100,107,1.15,1.2305,1.1853,1.2305,0.0452,3.7
EOyQfd7OqIY.mp4,29.9,63.47,0.008816,20,29,0.23,0.3335,0.2388,0.3335,0.0947,28.4
EJtZiGb5nEU.mp4,55.2,134.21,0.018641,22,55,0.253,0.6325,0.2716,0.6325,0.3609,57.1
EQobIUE1zTU.mp4,61.7,74.56,0.010355,19,61,0.2185,0.7015,0.2289,0.7015,0.4726,67.4
EIv10asX7cc.mp4,48.9,161.13,0.022379,21,48,0.2415,0.552,0.2639,0.552,0.2881,52.2
EQtwo0xPvK4.mp4,32.1,30.93,0.004296,22,32,0.253,0.368,0.2573,0.368,0.1107,30.1
EZ5MxR80uYw.mp4,15.1,26.33,0.003658,13,15,0.1495,0.1725,0.1532,0.1725,0.0193,11.2
E3pMBPFUPFM.mp4,74.6,205.02,0.028475,16,74,0.184,0.851,0.2125,0.851,0.6385,75.0
EbnWbdR9wSY.mp4,34.1,44.75,0.006215,15,34,0.1725,0.391,0.1787,0.391,0.2123,54.3
ENau7AkayN8.mp4,62.5,175.99,0.024444,14,62,0.161,0.713,0.1854,0.713,0.5276,74.0
EgmNEgIFBTQ.mp4,30.0,55.83,0.007754,21,30,0.2415,0.345,0.2493,0.345,0.0957,27.8
EzW4d4QknOs.mp4,30.0,41.87,0.005815,10,30,0.115,0.345,0.1208,0.345,0.2242,65.0
Ed3vswxJKgI.mp4,61.4,132.1,0.018348,32,61,0.368,0.7015,0.3863,0.7015,0.3152,44.9
F0ZSXQCXX1A.mp4,37.0,29.87,0.004149,9,37,0.1035,0.4255,0.1076,0.4255,0.3179,74.7
Es_uivijpek.mp4,45.3,127.53,0.017712,35,45,0.4025,0.5175,0.4202,0.5175,0.0973,18.8
EkcRPhF2gO0.mp4,60.0,163.55,0.022715,52,59,0.598,0.6785,0.6207,0.6785,0.0578,8.5
Ei6JvK0W60I.mp4,79.4,177.86,0.024703,29,79,0.3335,0.9085,0.3582,0.9085,0.5503,60.6
F-z_WSTjr7c.mp4,30.6,128.39,0.017831,38,30,0.437,0.345,0.4548,0.345,-0.1098,-31.8
Evnaic2jP7E.mp4,114.6,159.42,0.022142,36,114,0.414,1.311,0.4361,1.311,0.8749,66.7
BtKw7V7hGok.mp4,114.3,1184.8,0.164556,74,114,0.851,1.311,1.0156,1.311,0.2954,22.5
F7hwvWIK1eM.mp4,30.1,65.05,0.009035,24,30,0.276,0.345,0.285,0.345,0.06,17.4
FCOlOcMk8XI.mp4,15.0,65.29,0.009068,10,15,0.115,0.1725,0.1241,0.1725,0.0484,28.1
FFsL8JBVWm4.mp4,32.6,52.08,0.007233,10,32,0.115,0.368,0.1222,0.368,0.2458,66.8
FEMAEdYryJ4.mp4,30.0,99.21,0.013779,8,30,0.092,0.345,0.1058,0.345,0.2392,69.3
F_M7zOew2Pc.mp4,50.0,45.54,0.006324,32,50,0.368,0.575,0.3743,0.575,0.2007,34.9
FcVno8saeZY.mp4,30.2,37.93,0.005267,11,30,0.1265,0.345,0.1318,0.345,0.2132,61.8
FZA37-7bw6o.mp4,14.9,68.06,0.009453,15,14,0.1725,0.161,0.182,0.161,-0.021,-13.0
FHDKHKixKdY.mp4,62.2,104.11,0.01446,38,62,0.437,0.713,0.4515,0.713,0.2615,36.7
FhfcdqMTtU4.mp4,30.8,33.3,0.004625,10,30,0.115,0.345,0.1196,0.345,0.2254,65.3
FhjX5ld3_v0.mp4,36.4,70.59,0.009804,26,36,0.299,0.414,0.3088,0.414,0.1052,25.4
F02kgBHjBms.mp4,60.2,278.42,0.03867,59,60,0.6785,0.69,0.7172,0.69,-0.0272,-3.9
FVuNTiqHys0.mp4,74.3,166.55,0.023132,14,74,0.161,0.851,0.1841,0.851,0.6669,78.4
FivFaqZrr4A.mp4,113.1,155.93,0.021657,26,113,0.299,1.2995,0.3207,1.2995,0.9788,75.3
FtnESCiZRnw.mp4,29.9,65.98,0.009163,10,29,0.115,0.3335,0.1242,0.3335,0.2093,62.8
FxZNhjkMtFE.mp4,30.0,70.3,0.009764,9,29,0.1035,0.3335,0.1133,0.3335,0.2202,66.0
G01psD8GU-M.mp4,31.5,29.04,0.004034,7,31,0.0805,0.3565,0.0845,0.3565,0.272,76.3
FVsgso273EE.mp4,60.0,281.03,0.039032,57,60,0.6555,0.69,0.6945,0.69,-0.0045,-0.7
Fr6FklMc6B0.mp4,69.4,149.64,0.020783,36,69,0.414,0.7935,0.4348,0.7935,0.3587,45.2
G2wBnjtmmg8.mp4,44.0,27.11,0.003765,10,44,0.115,0.506,0.1188,0.506,0.3872,76.5
FsofrMY5kbo.mp4,116.8,164.42,0.022836,47,116,0.5405,1.334,0.5633,1.334,0.7707,57.8
G9ZvxYcPJk8.mp4,30.1,44.92,0.006238,4,30,0.046,0.345,0.0522,0.345,0.2928,84.9
GF1RZ2A1cq4.mp4,32.5,42.24,0.005866,17,32,0.1955,0.368,0.2014,0.368,0.1666,45.3
GINmvzOpfvc.mp4,14.9,26.62,0.003697,6,14,0.069,0.161,0.0727,0.161,0.0883,54.8
GM2C0fiZcp8.mp4,30.6,27.79,0.00386,10,30,0.115,0.345,0.1189,0.345,0.2261,65.5
GMovhjpIegg.mp4,31.0,66.87,0.009287,14,31,0.161,0.3565,0.1703,0.3565,0.1862,52.2
FqvLcVBOhP4.mp4,90.2,301.79,0.041915,45,90,0.5175,1.035,0.5594,1.035,0.4756,46.0
GOhbZZy02lQ.mp4,15.0,63.89,0.008873,12,15,0.138,0.1725,0.1469,0.1725,0.0256,14.9
GI4QhYrDQjQ.mp4,37.0,104.76,0.01455,24,37,0.276,0.4255,0.2906,0.4255,0.1349,31.7
GRKQJQIcn5o.mp4,24.5,58.14,0.008075,10,24,0.115,0.276,0.1231,0.276,0.1529,55.4
G1kkx2m-JSg.mp4,91.7,152.69,0.021206,11,91,0.1265,1.0465,0.1477,1.0465,0.8988,85.9
Gw_a4iutD1Q.mp4,94.1,49.28,0.006845,14,94,0.161,1.081,0.1678,1.081,0.9132,84.5
GcVF5wR0kUw.mp4,15.0,59.91,0.00832,6,15,0.069,0.1725,0.0773,0.1725,0.0952,55.2
Gn18qz-iVJI.mp4,30.0,64.1,0.008903,17,30,0.1955,0.345,0.2044,0.345,0.1406,40.8
GqnjzONrPiA.mp4,42.8,62.92,0.008738,12,42,0.138,0.483,0.1467,0.483,0.3363,69.6
Gz-sC-vSIXk.mp4,39.9,16.49,0.002291,1,39,0.0115,0.4485,0.0138,0.4485,0.4347,96.9
G9wSAb_EbkA.mp4,106.6,191.26,0.026564,42,106,0.483,1.219,0.5096,1.219,0.7094,58.2
GzmuQehRy3A.mp4,42.1,64.15,0.008909,6,42,0.069,0.483,0.0779,0.483,0.4051,83.9
GgiDBuBxl6w.mp4,60.1,122.98,0.01708,25,60,0.2875,0.69,0.3046,0.69,0.3854,55.9
HEb04FxT0sg.mp4,15.0,49.05,0.006813,10,15,0.115,0.1725,0.1218,0.1725,0.0507,29.4
HAmI1MJECZ4.mp4,40.2,63.5,0.008819,25,40,0.2875,0.46,0.2963,0.46,0.1637,35.6
HHA0HRjDgc8.mp4,34.2,22.86,0.003175,6,34,0.069,0.391,0.0722,0.391,0.3188,81.5
HAZ-wyCu8uE.mp4,61.3,83.75,0.011632,14,61,0.161,0.7015,0.1726,0.7015,0.5289,75.4
HJxkAcj9TKM.mp4,30.0,45.55,0.006326,16,30,0.184,0.345,0.1903,0.345,0.1547,44.8
HKV0QuQsonk.mp4,47.1,37.0,0.005139,30,47,0.345,0.5405,0.3501,0.5405,0.1904,35.2
GURvHJNmGrc.mp4,71.0,193.38,0.026859,54,71,0.621,0.8165,0.6479,0.8165,0.1686,20.7
HOYnOeo42ko.mp4,31.2,26.94,0.003741,3,31,0.0345,0.3565,0.0382,0.3565,0.3183,89.3
HQQs3nl0LcY.mp4,41.8,23.9,0.00332,17,41,0.1955,0.4715,0.1988,0.4715,0.2727,57.8
HK958YS_YNA.mp4,30.0,70.94,0.009853,8,29,0.092,0.3335,0.1019,0.3335,0.2316,69.5
HNbyvCB3ncI.mp4,30.1,68.27,0.009482,10,30,0.115,0.345,0.1245,0.345,0.2205,63.9
H6JzeAHCd98.mp4,88.6,169.3,0.023514,46,88,0.529,1.012,0.5525,1.012,0.4595,45.4
H_WSu29W1CQ.mp4,30.1,47.73,0.006629,10,30,0.115,0.345,0.1216,0.345,0.2234,64.7
HT666XwJR2s.mp4,60.3,66.99,0.009305,37,60,0.4255,0.69,0.4348,0.69,0.2552,37.0
HgwvNhQ_YzQ.mp4,15.0,46.91,0.006516,17,15,0.1955,0.1725,0.202,0.1725,-0.0295,-17.1
HG8tqEUTlvs.mp4,62.1,164.98,0.022913,53,62,0.6095,0.713,0.6324,0.713,0.0806,11.3
HaYFeUhyQ9M.mp4,30.1,84.88,0.011789,22,30,0.253,0.345,0.2648,0.345,0.0802,23.2
Fj7kFvk-T7g.mp4,90.0,610.12,0.084738,83,90,0.9545,1.035,1.0392,1.035,-0.0042,-0.4
HnL-7x4n4d8.mp4,22.0,27.73,0.003851,14,22,0.161,0.253,0.1649,0.253,0.0881,34.8
HbTs3TLo414.mp4,90.0,87.95,0.012216,43,90,0.4945,1.035,0.5067,1.035,0.5283,51.0
HpoEk8nlUyA.mp4,17.0,45.0,0.006249,6,17,0.069,0.1955,0.0752,0.1955,0.1203,61.5
HjKRxa7ZyMs.mp4,40.7,88.35,0.012271,24,40,0.276,0.46,0.2883,0.46,0.1717,37.3
Hs3Y5jQkuAk.mp4,30.1,51.82,0.007198,22,30,0.253,0.345,0.2602,0.345,0.0848,24.6
HRu7W935dyk.mp4,97.4,177.33,0.02463,17,97,0.1955,1.1155,0.2201,1.1155,0.8954,80.3
HypgcCT1r68.mp4,62.0,29.69,0.004124,11,62,0.1265,0.713,0.1306,0.713,0.5824,81.7
Hr-4Aln1Il8.mp4,37.6,101.26,0.014064,22,37,0.253,0.4255,0.2671,0.4255,0.1584,37.2
Hsufiso4mLo.mp4,70.6,92.17,0.012801,63,70,0.7245,0.805,0.7373,0.805,0.0677,8.4
HtYOm59fys8.mp4,30.0,81.87,0.01137,27,30,0.3105,0.345,0.3219,0.345,0.0231,6.7
I0dq4sTLcIc.mp4,15.1,51.74,0.007187,13,15,0.1495,0.1725,0.1567,0.1725,0.0158,9.2
I0ZqXv8KsJc.mp4,62.0,87.74,0.012186,32,62,0.368,0.713,0.3802,0.713,0.3328,46.7
I4kNl7cQdcU.mp4,61.3,98.19,0.013637,20,61,0.23,0.7015,0.2436,0.7015,0.4579,65.3
Hqhn3eiNTr0.mp4,80.1,207.56,0.028828,41,80,0.4715,0.92,0.5003,0.92,0.4197,45.6
I6COwgigJ-g.mp4,114.2,83.24,0.011561,12,114,0.138,1.311,0.1496,1.311,1.1614,88.6
IDAr48u3BB0.mp4,49.3,63.48,0.008817,25,49,0.2875,0.5635,0.2963,0.5635,0.2672,47.4
Hi2RE2Em6Cw.mp4,44.6,267.45,0.037146,51,44,0.5865,0.506,0.6236,0.506,-0.1176,-23.3
Hzgzim5m7oU.mp4,107.1,180.37,0.025051,44,107,0.506,1.2305,0.5311,1.2305,0.6994,56.8
IT_MbDpfOBE.mp4,15.0,45.07,0.006259,16,15,0.184,0.1725,0.1903,0.1725,-0.0178,-10.3
IZrrEBD-KjY.mp4,30.0,100.92,0.014017,16,30,0.184,0.345,0.198,0.345,0.147,42.6
I_WGI3y2jqM.mp4,72.3,89.55,0.012437,37,72,0.4255,0.828,0.4379,0.828,0.3901,47.1
IqlrxA2Atdg.mp4,30.0,74.22,0.010308,22,29,0.253,0.3335,0.2633,0.3335,0.0702,21.0
IhdJkFH7K38.mp4,30.0,102.8,0.014278,21,30,0.2415,0.345,0.2558,0.345,0.0892,25.9
Iyf5b3uglUc.mp4,17.0,30.37,0.004218,10,16,0.115,0.184,0.1192,0.184,0.0648,35.2
ItX7H66gsrQ.mp4,30.1,47.12,0.006544,15,30,0.1725,0.345,0.179,0.345,0.166,48.1
IOqTCaziZp0.mp4,60.1,174.5,0.024236,62,60,0.713,0.69,0.7372,0.69,-0.0472,-6.8
ITyeI3YyYw8.mp4,104.2,174.88,0.024289,25,104,0.2875,1.196,0.3118,1.196,0.8842,73.9
J3POpdFlxWE.mp4,32.6,34.67,0.004816,19,32,0.2185,0.368,0.2233,0.368,0.1447,39.3
J7QKeV2-ghk.mp4,15.1,34.5,0.004792,6,15,0.069,0.1725,0.0738,0.1725,0.0987,57.2
J-QipXhQM5M.mp4,30.0,63.99,0.008888,20,30,0.23,0.345,0.2389,0.345,0.1061,30.8
J2pIvg-2vEY.mp4,30.1,62.45,0.008674,30,30,0.345,0.345,0.3537,0.345,-0.0087,-2.5
JdN1t1lMVxU.mp4,17.0,35.19,0.004887,4,17,0.046,0.1955,0.0509,0.1955,0.1446,74.0
JDk3GQkTyN4.mp4,75.0,89.7,0.012458,34,75,0.391,0.8625,0.4035,0.8625,0.459,53.2
JYu3LjgnT9s.mp4,20.0,59.86,0.008314,17,20,0.1955,0.23,0.2038,0.23,0.0262,11.4
HyRMsv3aEkM.mp4,97.7,453.19,0.062943,49,97,0.5635,1.1155,0.6264,1.1155,0.4891,43.8
IDumJG4RXt8.mp4,100.4,338.43,0.047005,42,100,0.483,1.15,0.53,1.15,0.62,53.9
JiOZ4Bz2d-Q.mp4,81.4,57.92,0.008045,23,81,0.2645,0.9315,0.2725,0.9315,0.659,70.7
JOOfRE4m7PE.mp4,72.1,122.21,0.016973,59,72,0.6785,0.828,0.6955,0.828,0.1325,16.0
JOJ01KXTw-A.mp4,61.1,144.37,0.020051,30,61,0.345,0.7015,0.3651,0.7015,0.3364,48.0
JnP2bVBZ9O8.mp4,40.4,77.3,0.010737,17,40,0.1955,0.46,0.2062,0.46,0.2538,55.2
Jy36yeOO4ts.mp4,15.1,48.56,0.006745,11,15,0.1265,0.1725,0.1332,0.1725,0.0393,22.8
Jr4gOCh_4Pw.mp4,30.0,56.78,0.007887,10,30,0.115,0.345,0.1229,0.345,0.2221,64.4
JkBNmBQb5qY.mp4,65.1,113.49,0.015762,27,65,0.3105,0.7475,0.3263,0.7475,0.4212,56.4
K8ddz3Bu4KI.mp4,65.8,37.28,0.005178,24,65,0.276,0.7475,0.2812,0.7475,0.4663,62.4
